"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-04-22","3.6",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","3.9",",,W",,,"  330",",,W","  320",",,W","0.0",",,7","6.3",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-04-23","3.5",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","1.1",",,W",,,"  260",",,W","  250",",,W","0.0",",,7","6.7",",,W","8.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-04-24","5.3",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","3.3",",,W",,,"   60",",,W","   50",",,W","0.0",",,7","9.4",",,W","11.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-04-25","3.7",",,W",,,,,"9.1",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","7.8",",,W",,,"  130",",,W","  120",",,W","0.0",",,7","7.6",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-04-26","2.4",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","11.7",",,W",,,"  360",",,W","   30",",,W","0.0",",,7","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-04-27","5.6",",,W",,,,,"2.3",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","11.1",",,W",,,"  260",",,W","  240",",,W","0.0",",,7","13.4",",,W","17.4",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-04-28","5.5",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","8.9",",,W",,,"  220",",,W","  220",",,W","0.0",",,7","10.7",",,W","13.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-04-29","3.3",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","6.1",",,W",,,"  210",",,W","  210",",,W","0.0",",,7","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-04-30","6.1",",,W",,,,,"27.2",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","3.9",",,W",,,"  300",",,W","  300",",,W","0.0",",,7","11.6",",,W","16.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-01","4.1",",,W",,,,,"32.8",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","8.3",",,W",,,"  240",",,W","  230",",,W","0.0",",,7","13.9",",,W","22.8",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-02","8.0",",,W",,,,,"1.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"11.7",",,W","7.8",",,W",,,"  240",",,W","  230",",,W","0.0",",,7","14.8",",,W","20.6",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-03","5.3",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","4.4",",,W",,,"  230",",,W","  260",",,W","0.0",",,7","9.4",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-04","4.0",",,W",,,,,"10.4",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"11.7",",,W","4.4",",,W",,,"   70",",,W","  130",",,W","0.0",",,7","7.2",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-05","4.2",",,W",,,,,"34.8",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"9.4",",,W","7.2",",,W",,,"   20",",,W","   40",",,W","0.0",",,7","8.1",",,W","10.3",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-06","4.9",",,W",,,,,"6.6",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","4.4",",,W",,,"  290",",,W","  300",",,W","0.0",",,7","7.6",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-07","5.2",",,W",,,,,"2.5",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","3.9",",,W",,,"  310",",,W","  310",",,W","0.0",",,7","9.4",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-08","5.5",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"9.4",",,W","1.1",",,W",,,"  240",",,W","  250",",,W","0.0",",,7","13.4",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-09","3.1",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"12.8",",,W","1.1",",,W",,,"   60",",,W","  210",",,W","0.0",",,7","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-10","3.5",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","5.6",",,W",,,"   50",",,W","  350",",,W","0.0",",,7","6.7",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-11","4.7",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","6.1",",,W",,,"   50",",,W","   50",",,W","0.0",",,7","9.4",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-12","2.8",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","7.2",",,W",,,"  180",",,W","  170",",,W","0.0",",,7","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-13","3.5",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","9.4",",,W",,,"  240",",,W","  250",",,W","0.0",",,7","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-14","5.5",",,W",,,,,"5.8",",,W,2400",,,"0.0","T,,W,2400","0.0",",,W,2400",,,"17.2",",,W","8.9",",,W",,,"  340",",,W","  340",",,W","0.0",",,7","12.5",",,W","16.1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-15","5.4",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","6.7",",,W",,,"  240",",,W","  230",",,W","0.0",",,7","10.3",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-16","3.0",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","7.2",",,W",,,"  200",",,W","  180",",,W","0.0",",,7","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-17","6.3",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","17.8",",,W",,,"  240",",,W","  250",",,W","0.0",",,7","13.4",",,W","17.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-18","7.8",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","16.7",",,W",,,"  250",",,W","  250",",,W","0.0",",,7","14.3",",,W","18.3",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-19","3.7",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","11.7",",,W",,,"  340",",,W","  230",",,W","0.0",",,7","7.2",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-20","6.4",",,W",,,,,"0.3",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","9.4",",,W",,,"   70",",,W","   50",",,W","0.0",",,7","9.8",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-21","3.6",",,W",,,,,"7.4",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","12.2",",,W",,,"  170",",,W","  160",",,W","0.0",",,7","8.9",",,W","11.6",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-22","6.9",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","9.4",",,W",,,"  250",",,W","  240",",,W","0.0",",,7","13.9",",,W","18.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-23","3.4",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","8.3",",,W",,,"  230",",,W","  220",",,W","0.0",",,7","7.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-24","4.2",",,W",,,,,"0.5",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","13.9",",,W",,,"  130",",,W","  140",",,W","0.0",",,7","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-25","3.4",",,W",,,,,"45.5",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","12.2",",,W",,,"   70",",,W","   70",",,W","0.0",",,7","6.3",",,W","8.5",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-26","4.6",",,W",,,,,"3.3",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","11.1",",,W",,,"  240",",,W","  230",",,W","0.0",",,7","8.9",",,W","12.5",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-27","2.2",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","12.2",",,W",,,"  220",",,W","  220",",,W","0.0",",,7","4.5",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-28","2.6",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","10.6",",,W",,,"  180",",,W","  180",",,W","0.0",",,7","7.6",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-29","5.1",",,W",,,,,"8.6",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","15.0",",,W",,,"  220",",,W","  240",",,W","0.0",",,7","10.7",",,W","14.3",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-30","5.1",",,W",,,,,"1.8",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","14.4",",,W",,,"  230",",,W","  240",",,W","0.0",",,7","10.3",",,W","13.4",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-05-31","6.0",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","12.2",",,W",,,"  240",",,W","  260",",,W","0.0",",,7","12.5",",,W","16.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-01","4.7",",,W",,,,,"0.3",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","12.2",",,W",,,"  220",",,W","  220",",,W","0.0",",,7","10.7",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-02","4.3",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","8.9",",,W",,,"  230",",,W","  230",",,W","0.0",",,7","10.3",",,W","12.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-03","2.5",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","10.6",",,W",,,"  250",",,W","  330",",,W","0.0",",,7","7.2",",,W","10.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-04","4.5",",,W",,,,,"3.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","12.2",",,W",,,"  240",",,W","  240",",,W","0.0",",,7","10.7",",,W","13.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-05","2.8",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","13.3",",,W",,,"  340",",,W","  330",",,W","0.0",",,7","7.2",",,W","8.5",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-06","4.5",",,W",,,,,"3.6",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","10.6",",,W",,,"   30",",,W","   20",",,W","0.0",",,7","8.1",",,W","10.7",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-07","3.8",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","10.6",",,W",,,"   80",",,W","   40",",,W","0.0",",,7","7.2",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-08","2.3",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","9.4",",,W",,,"  340",",,W","  350",",,W","0.0",",,7","7.6",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-09","5.5",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","11.1",",,W",,,"  230",",,W","  250",",,W","0.0",",,7","10.3",",,W","13.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-10","5.5",",,W",,,,,"0.3",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","16.1",",,W",,,"  240",",,W","  240",",,W","0.0",",,7","10.7",",,W","13.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-11","7.9",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","21.1",",,W",,,"  240",",,W","  250",",,W","0.0",",,7","13.9",",,W","19.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-12","6.5",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","21.1",",,W",,,"  240",",,W","  230",",,W","0.0",",,7","11.6",",,W","15.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-13","3.1",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","18.3",",,W",,,"  350",",,W","  360",",,W","0.0",",,7","8.1",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-14","3.9",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","14.4",",,W",,,"   60",",,W","   60",",,W","0.0",",,7","8.9",",,W","10.7",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-15","3.7",",,W",,,,,"3.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","15.6",",,W",,,"  250",",,W","  250",",,W","0.0",",,7","7.2",",,W","8.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-16","4.6",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","19.4",",,W",,,"  230",",,W","  240",",,W","0.0",",,7","8.1",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-17","4.2",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","21.1",",,W",,,"  190",",,W","  210",",,W","0.0",",,7","8.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-18","6.2",",,W",,,,,"19.6",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","20.6",",,W",,,"  250",",,W","  250",",,W","0.0",",,7","11.6",",,W","15.7",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-19","5.5",",,W",,,,,"0.0","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","18.9",",,W",,,"  230",",,W","  240",",,W","0.0",",,7","8.9",",,W","11.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-20","7.2",",,W",,,,,"0.8",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","15.6",",,W",,,"  240",",,W","  230",",,W","0.0",",,7","13.9",",,W","18.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-21","3.9",",,W",,,,,"0.0",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","14.4",",,W",,,"  230",",,W","  240",",,W","0.0",",,7","8.9",",,W","11.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-22","4.4",",,W",,,,,"1.5",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","13.3",",,W",,,"  230",",,W","  220",",,W","0.0",",,7","11.2",",,W","15.7",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2017-06-23","5.1",",,W",,,,,"5.1",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","20.6",",,W",,,"  210",",,W","  210",",,W","0.0",",,7","9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
